"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"X10465_21",0.1429,0.1775,0.1959,0.0184,0.2143,0.0368,0.094,0.1719,0.195,0.0448
"X10467_29",0.1222,0.1199,0.1174,-0.0026,0.1148,-0.0051,-0.0217,-0.0445,-0.0192,-0.0058
"X10479_41",0.3125,0.254,0.2676,0.0136,0.2812,0.0272,0.0508,0.0967,-0.2301,0.0365
"X10511_39",0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
"X10533_36",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X10484_24",0.1389,0.1975,0.2237,0.0263,0.25,0.0525,0.1174,0.2102,0.2966,0.0655
"X10499_9",0.2389,0.2172,0.2142,-0.003,0.2111,-0.0061,-0.0142,-0.0289,-0.0998,-0.0078
"X10503_11",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10502_21",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X20135_12",0.3538,0.3012,0.5044,0.2033,0.7077,0.4065,0.403,0.5744,-0.1749,0.5817
"X20137_39",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X10519_24",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X10523_22",0.1,0.1493,0.158,0.0087,0.1667,0.0174,0.055,0.1043,0.3302,0.0204
"X10531_39",0.2,0.2627,0.3813,0.1187,0.5,0.2373,0.3112,0.4747,0.2385,0.3219
"X10553_30",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X10548_20",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X20142_40",0.0312,0.0911,0.0924,0.0013,0.0937,0.0027,0.0144,0.0283,0.6569,0.0029
"X10568_20",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X20145_17",0,0.0616,0.0602,-0.0014,0.0588,-0.0027,-0.0228,-0.0467,1,-0.0029
"X10572_30",0.2143,0.2132,0.2494,0.0363,0.2857,0.0725,0.1454,0.2539,-0.0052,0.0922
"X10576_8",0.0882,0.1324,0.1398,0.0073,0.1471,0.0146,0.0523,0.0994,0.3338,0.0168
"X10580_18",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X10582_40",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X10585_23",0.0278,0.1359,0.1343,-0.0016,0.1327,-0.0032,-0.012,-0.0243,0.7957,-0.0037
"X10588_34",0.2278,0.2908,0.3954,0.1046,0.5,0.2092,0.2646,0.4185,0.2166,0.295
"X10589_14",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X10590_30",0.1667,0.1436,0.1551,0.0115,0.1667,0.0231,0.0744,0.1386,-0.1608,0.027
"X10598_12",0.0278,0.1312,0.1351,0.0038,0.1389,0.0076,0.0283,0.0551,0.7883,0.0088
"X10617_6",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X20155_9",0.1,0.1695,0.1847,0.0153,0.2,0.0305,0.0826,0.1526,0.41,0.0367
"X10626_21",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X10631_24",0.0385,0.039,0.0387,-3e-04,0.0385,-5e-04,-0.0066,-0.0134,0.0132,-5e-04
"X20157_8",0.2438,0.2858,0.2913,0.0055,0.2969,0.0111,0.019,0.0374,0.1471,0.0155
"X10637_40",0.1562,0.3221,0.326,0.0039,0.3299,0.0078,0.0119,0.0236,0.5149,0.0115
"X20160_23",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X10644_22",0.0625,0.2674,0.415,0.1475,0.5625,0.2951,0.3556,0.5246,0.7663,0.4028
"X10599_19",0.0714,0.0697,0.0705,9e-04,0.0714,0.0018,0.0125,0.0248,-0.0254,0.0019
"X10601_39",0,0.0638,0.0631,-6e-04,0.0625,-0.0013,-0.0101,-0.0204,1,-0.0014
"X10658_17",0.2,0.1651,0.1825,0.0175,0.2,0.0349,0.0957,0.1747,-0.2117,0.0418
"X10659_40",0,0.0605,0.0597,-8e-04,0.0588,-0.0017,-0.0141,-0.0286,1,-0.0018
"X20168_39",0.1468,0.2066,0.2005,-0.0061,0.1944,-0.0121,-0.0303,-0.0624,0.2893,-0.0153
"X10661_6",0.3812,0.4996,0.506,0.0065,0.5125,0.0129,0.0128,0.0252,0.2368,0.0258
"X10663_31",0.0556,0.0548,0.0552,4e-04,0.0556,8e-04,0.0072,0.0143,-0.0145,8e-04
"X20175_31",0.2778,0.2612,0.3806,0.1194,0.5,0.2388,0.3138,0.4777,-0.0636,0.3233
"X10674_29",0.05,0.1361,0.1431,0.0069,0.15,0.0139,0.0484,0.0924,0.6327,0.016
"X10676_28",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10710_11",0.1389,0.1242,0.1315,0.0074,0.1389,0.0147,0.056,0.1061,-0.1186,0.0168
"X10742_41",0.2812,0.3895,0.4018,0.0123,0.4141,0.0245,0.0305,0.0592,0.278,0.0402
"X10743_39",0.0556,0.1052,0.1082,0.0029,0.1111,0.0059,0.0272,0.053,0.472,0.0066
"X10747_13",0.1111,0.1835,0.2029,0.0194,0.2222,0.0387,0.0954,0.1742,0.3945,0.0474
"X10691_9",0.0769,0.0742,0.0755,0.0014,0.0769,0.0028,0.0183,0.0359,-0.0372,0.003
"X10695_12",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10715_19",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X10718_17",0.1071,0.1579,0.1682,0.0104,0.1786,0.0207,0.0616,0.116,0.3213,0.0246
"X10720_24",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X10724_20",0.4833,0.4941,0.507,0.013,0.52,0.0259,0.0255,0.0498,0.0218,0.0512
"X10725_6",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10727_40",0.1562,0.1805,0.1996,0.0191,0.2188,0.0383,0.0958,0.1749,0.1343,0.0467
"X10728_14",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X10729_21",0.0556,0.1521,0.1483,-0.0038,0.1444,-0.0077,-0.026,-0.0533,0.6348,-0.0091
"X10759_23",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X10774_11",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X10805_12",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10815_28",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X10822_34",0.0769,0.0742,0.0755,0.0014,0.0769,0.0028,0.0183,0.0359,-0.0372,0.003
"X10755_14",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X20198_22",0.0714,0.0692,0.0703,0.0011,0.0714,0.0022,0.0159,0.0312,-0.0323,0.0024
"X20199_26",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X10775_20",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10782_37",0.1294,0.1992,0.2084,0.0092,0.2176,0.0184,0.0442,0.0846,0.3504,0.023
"X10787_10",0.2625,0.3243,0.4121,0.0879,0.5,0.1757,0.2132,0.3514,0.1905,0.2601
"X20205_15",0.0312,0.0911,0.0924,0.0013,0.0937,0.0027,0.0144,0.0283,0.6569,0.0029
"X10811_17",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X10814_36",0.0919,0.2517,0.2472,-0.0045,0.2426,-0.0091,-0.0183,-0.0373,0.6348,-0.0121
"X10749_33",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X10826_18",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X10830_14",0.1813,0.1637,0.4959,0.3322,0.8281,0.6644,0.6699,0.8023,-0.1071,0.7945
"X10896_20",0.0667,0.123,0.1282,0.0052,0.1333,0.0103,0.0402,0.0773,0.4581,0.0117
"X10898_27",0.1111,0.1459,0.1563,0.0104,0.1667,0.0207,0.0664,0.1245,0.2385,0.0243
"X10901_30",0.2812,0.2586,0.3637,0.1051,0.4687,0.2101,0.2889,0.4483,-0.0875,0.2834
"X10832_41",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X10837_19",0.0714,0.0692,0.0703,0.0011,0.0714,0.0022,0.0159,0.0312,-0.0323,0.0024
"X10848_38",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X10850_32",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X10851_13",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10853_34",0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
"X10856_16",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10857_37",0.0625,0.0615,0.062,5e-04,0.0625,0.001,0.0081,0.0161,-0.0164,0.0011
"X10858_10",0.0667,0.1264,0.1299,0.0035,0.1333,0.0069,0.0266,0.0519,0.4726,0.0079
"X10863_26",0.0588,0.058,0.0584,4e-04,0.0588,8e-04,0.0071,0.0142,-0.0144,9e-04
"X10870_9",0.0909,0.0866,0.0887,0.0022,0.0909,0.0043,0.0245,0.0477,-0.0501,0.0048
"X10876_29",0.1111,0.1028,0.4958,0.3931,0.8889,0.7861,0.7927,0.8844,-0.0811,0.8762
"X10884_26",0,0.0674,0.065,-0.0025,0.0625,-0.0049,-0.0381,-0.0791,1,-0.0053
"X10886_16",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X10887_9",0.453,0.5233,0.5095,-0.0138,0.4957,-0.0276,-0.0271,-0.0557,0.1344,-0.0579
"X10921_17",0.2722,0.2977,0.3489,0.0511,0.4,0.1023,0.1466,0.2557,0.0857,0.1456
"X10935_29",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X20256_30",0.15,0.1321,0.1411,0.0089,0.15,0.0179,0.0633,0.119,-0.1351,0.0206
"X10930_10",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X10937_33",0.0833,0.1262,0.1325,0.0064,0.1389,0.0127,0.048,0.0916,0.3395,0.0146
"X10938_30",0.25,0.2269,0.223,-0.0039,0.2191,-0.0077,-0.0173,-0.0352,-0.102,-0.01
"X10939_19",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10946_31",0.1562,0.1791,0.1989,0.0198,0.2188,0.0396,0.0997,0.1812,0.1276,0.0483
"X20231_32",0.3654,0.4764,0.4882,0.0118,0.5,0.0236,0.0242,0.0472,0.233,0.0451
"X10953_17",0.15,0.1323,0.1411,0.0089,0.15,0.0177,0.0628,0.1182,-0.134,0.0204
"X10955_23",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X10959_11",0.1813,0.2943,0.4206,0.1263,0.5469,0.2526,0.3002,0.4618,0.3842,0.3579
"X10963_16",0.2843,0.4188,0.4594,0.0406,0.5,0.0812,0.0883,0.1623,0.3212,0.1397
"X10976_18",0.2556,0.2738,0.298,0.0242,0.3222,0.0484,0.0812,0.1502,0.0667,0.0666
"X10975_19",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X10977_26",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X10988_35",0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
"X10989_21",0.0556,0.0549,0.0552,3e-04,0.0556,6e-04,0.0058,0.0115,-0.0116,7e-04
"X23989_26",0.0667,0.065,0.0659,8e-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
"X10996_32",0.0294,0.0298,0.0296,-2e-04,0.0294,-4e-04,-0.0071,-0.0143,0.0141,-4e-04
"X10998_27",0.125,0.3985,0.406,0.0075,0.4135,0.015,0.0185,0.0363,0.6863,0.0249
"X10999_21",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X11001_27",0.1778,0.2685,0.3134,0.0449,0.3583,0.0899,0.1434,0.2508,0.3378,0.1228
"X11017_28",0.375,0.2565,0.3782,0.1218,0.5,0.2435,0.3219,0.4871,-0.4622,0.3275
"X11020_16",0.2812,0.3566,0.4408,0.0842,0.525,0.1684,0.1911,0.3208,0.2112,0.2618
"X11026_12",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X11032_41",0.0385,0.0388,0.0386,-2e-04,0.0385,-4e-04,-0.0047,-0.0094,0.0093,-4e-04
"X11033_41",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X11035_25",0.1611,0.2321,0.2411,0.0089,0.25,0.0179,0.0371,0.0715,0.3059,0.0233
"X11044_13",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X11050_8",0.1111,0.184,0.2031,0.0191,0.2222,0.0382,0.0941,0.1721,0.3961,0.0469
"X11052_9",0.0294,0.1357,0.1414,0.0057,0.1471,0.0113,0.0401,0.0771,0.7833,0.0131
"X11053_20",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X11056_34",0.1,0.147,0.1568,0.0098,0.1667,0.0197,0.0628,0.1182,0.3196,0.0231
"X11067_36",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X11069_12",0.0625,0.0621,0.0623,2e-04,0.0625,4e-04,0.0029,0.0059,-0.0059,4e-04
"X11086_15",0.3944,0.3267,0.3217,-0.005,0.3167,-0.01,-0.0156,-0.0317,-0.2073,-0.0149
"X11093_9",0.1111,0.1837,0.203,0.0192,0.2222,0.0385,0.0948,0.1732,0.3952,0.0472
"X11096_23",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X11103_17",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X11105_20",0,0.0984,0.0992,8e-04,0.1,0.0016,0.0079,0.0156,1,0.0017
"X11116_17",0.0714,0.0697,0.0706,9e-04,0.0714,0.0017,0.0123,0.0242,-0.0248,0.0019
"X11119_32",0,0.0779,0.0774,-5e-04,0.0769,-0.001,-0.0063,-0.0127,1,-0.0011
"X11128_28",0.1806,0.1689,0.1678,-0.0011,0.1667,-0.0023,-0.0068,-0.0137,-0.0687,-0.0027
"X11186_33",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X11158_33",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X11162_33",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X11163_36",0.125,0.1144,0.1197,0.0053,0.125,0.0106,0.0442,0.0846,-0.0924,0.0119
"X11164_8",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X11166_22",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X11169_27",0.1667,0.1436,0.1551,0.0115,0.1667,0.0231,0.0744,0.1386,-0.1608,0.027
"X11172_31",0.15,0.1321,0.1411,0.0089,0.15,0.0179,0.0633,0.119,-0.1351,0.0206
"X11173_36",0.1667,0.1436,0.1551,0.0115,0.1667,0.0231,0.0744,0.1386,-0.1608,0.027
"X11175_41",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X11176_15",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X11178_16",0.0357,0.0362,0.036,-3e-04,0.0357,-5e-04,-0.0074,-0.0149,0.0146,-6e-04
"X11184_20",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X11191_36",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X11193_19",0.0833,0.1998,0.2249,0.0251,0.25,0.0502,0.1116,0.2008,0.5829,0.0627
"X11198_12",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X11201_12",0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
"X11204_26",0.0794,0.0792,0.0778,-0.0014,0.0765,-0.0027,-0.0174,-0.0355,-0.0029,-0.0029
"X11206_27",0,0.1268,0.1301,0.0033,0.1333,0.0065,0.025,0.0488,1,0.0074
"X11211_9",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X11212_9",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X11213_9",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X11217_8",0.0625,0.2391,0.2356,-0.0035,0.2321,-0.0069,-0.0147,-0.0299,0.7386,-0.0091
"X11142_36",0,0.0679,0.0673,-6e-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
"X11147_8",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X11150_28",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X11355_32",0.1937,0.1819,0.1784,-0.0034,0.175,-0.0069,-0.0192,-0.0392,-0.0653,-0.0084
"X11237_40",0.1538,0.1353,0.1446,0.0093,0.1538,0.0185,0.064,0.1203,-0.1367,0.0214
"X20296_21",0.1562,0.1366,0.1464,0.0098,0.1562,0.0197,0.0672,0.1259,-0.144,0.0228
"X11269_23",0.1389,0.1238,0.1314,0.0075,0.1389,0.0151,0.0573,0.1084,-0.1216,0.0172
"X11272_30",0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
"X11283_22",0.0714,0.0694,0.0704,0.001,0.0714,0.002,0.0144,0.0284,-0.0292,0.0022
"X11286_16",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X11287_35",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X11292_14",0.1111,0.1459,0.1563,0.0104,0.1667,0.0207,0.0664,0.1245,0.2385,0.0243
"X11297_6",0.1111,0.1459,0.1563,0.0104,0.1667,0.0207,0.0664,0.1245,0.2385,0.0243
"X11298_10",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X11308_37",0.0294,0.0871,0.0877,6e-04,0.0882,0.0011,0.0065,0.0128,0.6623,0.0012
"X11315_23",0.3438,0.5167,0.5131,-0.0037,0.5094,-0.0074,-0.0072,-0.0144,0.3348,-0.0152
"X11321_36",0.1,0.0935,0.0967,0.0033,0.1,0.0065,0.0339,0.0655,-0.0701,0.0072
"X11330_24",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X20306_24",0.1667,0.2121,0.2449,0.0329,0.2778,0.0657,0.1342,0.2366,0.2141,0.0834
"X11346_41",0.0556,0.149,0.1578,0.0088,0.1667,0.0177,0.056,0.1061,0.6271,0.0208
"X11351_28",0.2,0.2796,0.3016,0.022,0.3235,0.0439,0.0728,0.1357,0.2848,0.0609
"X11353_6",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X11364_17",0.15,0.1321,0.1411,0.0089,0.15,0.0179,0.0633,0.119,-0.1351,0.0206
"X11367_36",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X20313_12",0.3,0.3742,0.5071,0.1329,0.64,0.2658,0.262,0.4152,0.1984,0.4247
"X11376_20",0.0556,0.0548,0.0552,4e-04,0.0556,7e-04,0.0067,0.0133,-0.0135,8e-04
"X11222_25",0.25,0.2452,0.3101,0.0649,0.375,0.1298,0.2092,0.3461,-0.0195,0.1719
"X11399_38",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X11402_39",0,0.1134,0.1155,0.0021,0.1176,0.0042,0.0182,0.0357,1,0.0047
"X11407_21",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X11410_6",0.0556,0.1483,0.1575,0.0092,0.1667,0.0184,0.0584,0.1104,0.6253,0.0216
"X11419_14",0.1389,0.2577,0.3372,0.0795,0.4167,0.159,0.2357,0.3815,0.461,0.2142
"X11422_17",0.0417,0.1189,0.122,0.003,0.125,0.0061,0.025,0.0487,0.6496,0.0069
"X20330_15",0.1,0.1695,0.1847,0.0153,0.2,0.0305,0.0826,0.1526,0.41,0.0367
"X11450_13",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X11451_39",0.1801,0.1697,0.5021,0.3324,0.8346,0.6648,0.662,0.7966,-0.0614,0.8007
"X20336_35",0.0769,0.0747,0.0758,0.0011,0.0769,0.0023,0.0149,0.0294,-0.0303,0.0024
"X11464_23",0.1556,0.2238,0.2286,0.0048,0.2333,0.0095,0.0208,0.0407,0.305,0.0122
"X11472_38",0.25,0.3077,0.3035,-0.0041,0.2994,-0.0083,-0.0136,-0.0276,0.1874,-0.012
"X11433_6",0.2579,0.4941,0.4792,-0.0149,0.4643,-0.0298,-0.0311,-0.0641,0.4779,-0.0589
"X20328_9",0.1111,0.103,0.107,0.0041,0.1111,0.0081,0.038,0.0732,-0.0789,0.0091
"X11501_29",0,0.1755,0.1878,0.0122,0.2,0.0245,0.0652,0.1224,1,0.0297
"X11502_25",0.3944,0.4612,0.4528,-0.0084,0.4444,-0.0168,-0.0185,-0.0378,0.1448,-0.0312
"X11513_7",0.1667,0.2507,0.4309,0.1802,0.6111,0.3604,0.4183,0.5898,0.3351,0.481
"X11515_32",0.0278,0.0282,0.028,-2e-04,0.0278,-4e-04,-0.0075,-0.0152,0.0149,-4e-04
"X11524_26",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X20363_21",0.0714,0.0697,0.0705,9e-04,0.0714,0.0018,0.0125,0.0248,-0.0254,0.0019
"X11577_33",0.0667,0.123,0.1282,0.0052,0.1333,0.0103,0.0402,0.0773,0.4581,0.0117
"X11811_40",0.2222,0.2338,0.2835,0.0498,0.3333,0.0996,0.1756,0.2987,0.0493,0.13
"X11894_39",0,0.1359,0.1394,0.0035,0.1429,0.0069,0.0248,0.0485,1,0.008
"X11945_41",0.15,0.2404,0.2952,0.0548,0.35,0.1096,0.1857,0.3133,0.3759,0.1443
"X11948_23",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X11952_32",0.3229,0.3915,0.3832,-0.0082,0.375,-0.0165,-0.0215,-0.044,0.1751,-0.0271
"X11953_22",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X11955_30",0.0938,0.1399,0.1481,0.0082,0.1562,0.0163,0.0552,0.1046,0.3299,0.019
"X20465_7",0.0625,0.061,0.0618,7e-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
"X11538_37",0.2889,0.3562,0.36,0.0039,0.3639,0.0077,0.0107,0.0212,0.1889,0.012
"X11537_13",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X11543_31",0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
"X11549_24",0.1,0.1695,0.1847,0.0153,0.2,0.0305,0.0826,0.1526,0.41,0.0367
"X11553_35",0.1528,0.2282,0.4822,0.2539,0.7361,0.5079,0.5267,0.69,0.3305,0.6581
"X11559_8",0.1562,0.2771,0.276,-0.001,0.275,-0.0021,-0.0037,-0.0075,0.436,-0.0029
"X11568_19",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X11584_30",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X11585_32",0.0385,0.1101,0.4974,0.3873,0.8846,0.7745,0.7786,0.8755,0.6507,0.8703
"X20377_7",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X11592_33",0.0556,0.0548,0.0552,4e-04,0.0556,8e-04,0.0072,0.0143,-0.0145,8e-04
"X11597_7",0.0556,0.0547,0.0551,4e-04,0.0556,8e-04,0.0076,0.0152,-0.0154,9e-04
"X11605_8",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X11607_12",0.0833,0.2001,0.1938,-0.0063,0.1875,-0.0126,-0.0324,-0.067,0.5835,-0.0157
"X11612_26",0.1833,0.1659,0.1696,0.0037,0.1733,0.0074,0.0219,0.0428,-0.105,0.0089
"X11615_13",0.05,0.0495,0.0497,3e-04,0.05,5e-04,0.0051,0.0102,-0.0103,5e-04
"X11617_12",0.1389,0.164,0.1792,0.0152,0.1944,0.0305,0.085,0.1566,0.1531,0.0364
"X11624_38",0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
"X11630_24",0.0938,0.0883,0.091,0.0027,0.0937,0.0054,0.0298,0.0578,-0.0614,0.0059
"X11633_20",0.1056,0.1039,0.102,-0.002,0.1,-0.0039,-0.0194,-0.0395,-0.0155,-0.0044
"X20391_29",0.05,0.2459,0.298,0.052,0.35,0.1041,0.1747,0.2974,0.7967,0.138
"X11653_28",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X20400_8",0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
"X11669_26",0.3571,0.3586,0.4489,0.0903,0.5393,0.1807,0.2012,0.3351,0.004,0.2817
"X20401_18",0.1292,0.2349,0.2362,0.0013,0.2375,0.0026,0.0055,0.0109,0.4502,0.0034
