locus,Ho,Hs,Ht,Dst,Htp,Dstp,Fst,Fstp,Fis,Dest
4487_29,0.2674,0.5047,0.511,0.0063,0.5174,0.0127,0.0124,0.0245,0.4703,0.0255
328_22,0.3542,0.4066,0.4116,0.0051,0.4167,0.0101,0.0123,0.0243,0.1289,0.017
2316_21,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
4467_7,0,0.1084,0.1098,0.0014,0.1111,0.0027,0.0123,0.0244,1,0.003
5718_9,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
6291_25,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
19386_30,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
7033_22,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
8584_13,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
23989_26,0.0667,0.065,0.0659,8.00E-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
11116_17,0.0714,0.0697,0.0706,9.00E-04,0.0714,0.0017,0.0123,0.0242,-0.0248,0.0019
573_24,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
594_13,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
3574_18,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
5266_13,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
8561_22,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
8607_38,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
12259_17,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
15213_11,0,0.0976,0.0988,0.0012,0.1,0.0024,0.0122,0.0241,1,0.0027
182_20,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
713_11,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
18217_20,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
18381_38,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
2532_19,0.1528,0.1423,0.1441,0.0017,0.1458,0.0035,0.0121,0.024,-0.0734,0.0041
3581_37,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
4172_17,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
4565_39,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
4895_9,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
5021_22,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
5795_21,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
5828_22,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
5977_40,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
6265_10,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
6745_32,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
6764_26,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
8136_9,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
9575_40,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
9645_23,0.1528,0.1423,0.1441,0.0017,0.1458,0.0035,0.0121,0.024,-0.0734,0.0041
9643_25,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
10749_33,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
20770_37,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
20887_17,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
13754_8,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
14732_18,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
21139_15,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
15571_34,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
16566_27,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
16888_39,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
17350_21,0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
18046_24,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
563_25,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
848_33,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
18176_21,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
18276_36,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
2903_13,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
3480_32,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
3835_23,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
3841_23,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
4356_17,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
5695_10,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
19153_40,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
6685_7,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
7016_16,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
19850_32,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
9892_36,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
10380_9,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
20465_7,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
20410_29,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
11977_15,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
13292_30,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
13273_18,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
20920_32,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
13992_39,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
15110_14,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
21245_34,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
16443_24,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
16762_27,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
21578_37,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
17588_30,0.0625,0.061,0.0618,7.00E-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
2537_13,0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
3553_40,0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
6280_17,0.1611,0.1953,0.1977,0.0023,0.2,0.0047,0.0119,0.0234,0.1751,0.0058
6659_12,0.1611,0.1953,0.1977,0.0023,0.2,0.0047,0.0119,0.0234,0.1751,0.0058
10637_40,0.1562,0.3221,0.326,0.0039,0.3299,0.0078,0.0119,0.0236,0.5149,0.0115
11272_30,0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
11624_38,0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
15561_12,0.1611,0.1953,0.1977,0.0023,0.2,0.0047,0.0119,0.0234,0.1751,0.0058
6279_13,0.3222,0.2714,0.2746,0.0032,0.2778,0.0064,0.0116,0.0229,-0.1872,0.0087
17176_35,0.2833,0.2444,0.2472,0.0028,0.25,0.0056,0.0114,0.0225,-0.1594,0.0074
4967_22,0.0833,0.0815,0.0824,9.00E-04,0.0833,0.0019,0.0113,0.0223,-0.0228,0.002
7817_41,0.0333,0.0978,0.0989,0.0011,0.1,0.0022,0.0113,0.0223,0.6591,0.0025
14545_40,0,0.0978,0.0989,0.0011,0.1,0.0022,0.0113,0.0224,1,0.0025
7383_33,0.2222,0.1992,0.2014,0.0023,0.2037,0.0045,0.0112,0.0222,-0.1156,0.0056
7403_33,0.2222,0.1992,0.2014,0.0023,0.2037,0.0045,0.0112,0.0222,-0.1156,0.0056
6518_23,0.2278,0.3478,0.3517,0.0039,0.3556,0.0078,0.011,0.0218,0.3451,0.0119
520_40,0.0714,0.0699,0.0707,8.00E-04,0.0714,0.0015,0.0108,0.0213,-0.0217,0.0016
9975_24,0.1667,0.2348,0.2374,0.0026,0.24,0.0052,0.0108,0.0215,0.2903,0.0067
20564_32,0.0714,0.0699,0.0707,8.00E-04,0.0714,0.0015,0.0108,0.0213,-0.0217,0.0016
11538_37,0.2889,0.3562,0.36,0.0039,0.3639,0.0077,0.0107,0.0212,0.1889,0.012
2123_19,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
3364_37,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
19361_8,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
22461_10,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
9883_17,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
11211_9,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
11212_9,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
11213_9,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
14178_26,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
15187_40,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
16293_33,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
17905_36,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
17948_15,0.0625,0.0612,0.0618,7.00E-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
141_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
142_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
144_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
146_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
148_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
149_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17995_27,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
234_32,0.0667,0.0653,0.066,7.00E-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
453_13,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
681_26,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
570_27,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
842_34,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
1068_21,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
1290_15,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
1727_28,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
2090_14,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
2491_24,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
2721_28,0.4018,0.5071,0.5125,0.0054,0.5179,0.0107,0.0105,0.0207,0.2077,0.0218
18526_36,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
2870_18,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
3654_40,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
3658_27,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
18795_37,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
4365_12,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
4469_25,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
5171_6,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
5248_11,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
5249_12,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
5572_39,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
5865_7,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
6449_18,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
6774_34,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
6924_26,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
7119_19,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
19551_17,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
7761_32,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
7873_32,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
8456_40,0.0667,0.0653,0.066,7.00E-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
8541_32,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
8715_13,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
9074_38,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
9346_37,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
9495_19,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
9901_6,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
10363_33,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
10886_16,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
11186_33,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
11158_33,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
11162_33,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
12282_34,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
12942_31,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
13849_38,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
14353_23,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
15132_15,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
15522_30,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
15598_27,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
21320_34,0.0667,0.0653,0.066,7.00E-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
21321_34,0.0667,0.0653,0.066,7.00E-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
21312_34,0.0667,0.0653,0.066,7.00E-04,0.0667,0.0014,0.0105,0.0207,-0.0212,0.0015
15958_38,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
16233_27,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
16575_9,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17304_14,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17466_29,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17446_23,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17552_34,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17614_33,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
17621_18,0.0588,0.0576,0.0582,6.00E-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
14962_15,0.1544,0.1441,0.1456,0.0015,0.1471,0.003,0.0103,0.0203,-0.0718,0.0035
1158_15,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
1226_8,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
2456_21,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
3100_11,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
3156_16,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
3346_16,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
4800_34,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
4946_39,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
5509_6,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
19183_14,0.0714,0.07,0.0707,7.00E-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
6289_9,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
6911_40,0.0714,0.07,0.0707,7.00E-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
7829_38,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
8811_18,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
9137_30,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
9449_37,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
10367_17,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
10450_27,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
10832_41,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
10935_29,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
11287_35,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
11399_38,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
11605_8,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
12735_35,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
13113_14,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
13132_9,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
13586_13,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
13872_36,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
13886_30,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
14630_19,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
15437_24,0.0714,0.07,0.0707,7.00E-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
15861_13,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
16161_31,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
16351_17,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
16531_36,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
16672_8,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
16686_10,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
17267_9,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
21729_12,0.0714,0.07,0.0707,7.00E-04,0.0714,0.0014,0.0101,0.02,-0.0204,0.0015
17810_37,0.0278,0.0817,0.0825,8.00E-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
15215_27,0.4167,0.4683,0.4731,0.0047,0.4778,0.0094,0.01,0.0198,0.1103,0.0178
10449_17,0.6083,0.4248,0.4291,0.0043,0.4333,0.0085,0.0099,0.0196,-0.432,0.0148
38_39,0.1088,0.2048,0.2068,0.002,0.2088,0.0041,0.0098,0.0194,0.4686,0.0051
10390_32,0.2571,0.2977,0.3006,0.003,0.3036,0.0059,0.0098,0.0195,0.1361,0.0084
10391_32,0.2571,0.2977,0.3006,0.003,0.3036,0.0059,0.0098,0.0195,0.1361,0.0084
18047_38,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
758_6,0.0625,0.0613,0.0619,6.00E-04,0.0625,0.0012,0.0096,0.0191,-0.0195,0.0013
1297_40,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
18556_23,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
18557_23,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
19552_16,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
8806_11,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
15816_13,0.0294,0.0866,0.0874,8.00E-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
17664_14,0.4248,0.3366,0.3399,0.0033,0.3431,0.0065,0.0096,0.019,-0.2621,0.0099
8740_26,0,0.109,0.1101,0.001,0.1111,0.0021,0.0095,0.0189,1,0.0024
9519_10,0,0.0982,0.0991,9.00E-04,0.1,0.0018,0.0092,0.0182,1,0.002
485_16,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
717_11,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
995_14,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
922_10,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
957_28,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
969_39,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
1146_19,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
1262_16,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
1328_20,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
1360_26,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
1392_41,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
1431_40,0.0556,0.0546,0.0551,5.00E-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
